Listing ID,Bedrooms,Bathrooms,Lot Size,House Size,Property Type,Price,Country,Source
l_161536980,3 Beds,1 Bath,,,Residential,"94,999 ",Puerto Rico,point2homes
l_161623314,2 Beds,1 Bath,,"('685 Sqft', ' sqft')",Residential,"280,000 ",Puerto Rico,point2homes
l_140389837,4 Beds,4 Baths,,,Residential,"1,350,000 ",Puerto Rico,point2homes
l_134185216,8 Beds,8 Baths,0.56 ac Lot Size,"('10,431 Sqft', ' sqft')",Residential,"12,500,000 ",Puerto Rico,point2homes
l_160148866,3 Beds,1 Bath,,"('800 Sqft', ' sqft')",Residential,"88,000 ",Puerto Rico,point2homes
l_145063382,3 Beds,3 Baths,0.029 ac Lot Size,"('932 Sqft', ' sqft')",Residential,"90,000  9.7",Puerto Rico,point2homes
l_147496127,,,,,Residential,"349,000 ",Puerto Rico,point2homes
l_155346450,4 Beds,4 Baths,,,Residential,"1,950,000 ",Puerto Rico,point2homes
l_157669769,7 Beds,5 Baths,0.037 ac Lot Size,,Residential,"350,000 ",Puerto Rico,point2homes
l_146889073,3 Beds,1 Bath,0.008 ac Lot Size,"('959 Sqft', ' sqft')",Residential,"119,000 ",Puerto Rico,point2homes
l_155975748,5 Beds,2 Baths,0.346 ac Lot Size,"('3,000 Sqft', ' sqft')",Residential,"599,000 ",Puerto Rico,point2homes
l_156173906,,,0.027 ac Lot Size,,Lots And Land,"78,895 ",Puerto Rico,point2homes
l_159165721,,,0.541 ac Lot Size,,Lots And Land,"3,500,000 ",Puerto Rico,point2homes
l_152279579,,,0.496 ac Lot Size,,Lots and Land,"145,000  20",Puerto Rico,point2homes
l_149120864,4 Beds,2 Baths,,,Condominium,"420,000 ",Puerto Rico,point2homes
l_160013355,3 Beds,3 Baths,,"('2,688 Sqft', ' sqft')",Residential,"15,200,000 ",Puerto Rico,point2homes
l_139426475,,,0.018 ac Lot Size,,Lots And Land,"99,000 ",Puerto Rico,point2homes
l_152819542,,,,,Residential,"249,000 ",Puerto Rico,point2homes
l_145910341,2 Beds,2 Baths,,"('1,018 Sqft', ' sqft')",Residential,"410,000 ",Puerto Rico,point2homes
l_99650371,9 Beds,7 Baths,,"('3,556 Sqft', ' sqft')",MultiFamily,"375,000 ",Puerto Rico,point2homes
l_155411691,3 Beds,3 Baths,,"('2,600 Sqft', ' sqft')",Residential,"2,550,000 ",Puerto Rico,point2homes
l_157658235,4 Beds,2 Baths,,"('1,841 Sqft', ' sqft')",Condominium,"517,000 ",Puerto Rico,point2homes
l_156173920,,,0.031 ac Lot Size,,Lots And Land,"84,000 ",Puerto Rico,point2homes
l_158968751,,,,,Lots and Land,"94,500 ",Puerto Rico,point2homes
l_143400155,,,0.253 ac Lot Size,,Lots And Land,"180,000 ",Puerto Rico,point2homes
l_141521409,4 Beds,2 Baths,0.226 ac Lot Size,"('1,455 Sqft', ' sqft')",Residential,"300,000 ",Puerto Rico,point2homes
l_156072158,4 Beds,3 Baths,0.131 ac Lot Size,"('2,546 Sqft', ' sqft')",Residential,"450,000 ",Puerto Rico,point2homes
l_135069999,3 Beds,3 Baths,,"('2,460 Sqft', ' sqft')",Condominium,"250,000 ",Puerto Rico,point2homes
l_151657826,2 Beds,2 Baths,0.112 ac Lot Size,"('1,280 Sqft', ' sqft')",Residential,"57,500 ",Puerto Rico,point2homes
l_142125199,3 Beds,3 Baths,,"('2,300 Sqft', ' sqft')",Condominium,"530,000 ",Puerto Rico,point2homes
l_155790019,4 Beds,3 Baths,,,Residential,"375,000 ",Puerto Rico,point2homes
l_160755873,4 Beds,4 Baths,0.022 ac Lot Size,"('2,096 Sqft', ' sqft')",Residential,"499,000  80",Puerto Rico,point2homes
l_147083800,3 Beds,2 Baths,,"('1,165 Sqft', ' sqft')",Condominium,"200,000 ",Puerto Rico,point2homes
l_157899779,,,0.348 ac Lot Size,,Lots and Land,"399,000  50",Puerto Rico,point2homes
l_157578061,,,7.7 ac Lot Size,,Lots And Land,"654,000 ",Puerto Rico,point2homes
l_150815899,2 Beds,2 Baths,,"('800 Sqft', ' sqft')",Residential,"84,700 ",Puerto Rico,point2homes
l_144816754,,,5.74 ac Lot Size,"('250,030.77 Sqft', ' sqft')",Residential,"425,000 ",Puerto Rico,point2homes
l_161084911,2 Beds,3 Baths,,"('1,740 Sqft', ' sqft')",Residential,"670,000 ",Puerto Rico,point2homes
l_147128877,,,56 ac Lot Size,,Farm and Ranch,"993,000 ",Puerto Rico,point2homes
l_158166763,,,,,Residential,"190,000 ",Puerto Rico,point2homes
l_137925011,4 Beds,3 Baths,0.171 ac Lot Size,"('2,184 Sqft', ' sqft')",Residential,"1,300,000  200",Puerto Rico,point2homes
l_112693916,5 Beds,6 Baths,,,MultiFamily,"140,000 ",Puerto Rico,point2homes
l_148368347,3 Beds,2 Baths,,"('1,560 Sqft', ' sqft')",Residential,"118,000 ",Puerto Rico,point2homes
l_159853901,4 Beds,4 Baths,,"('2,650 Sqft', ' sqft')",Residential,"2,300,000 ",Puerto Rico,point2homes
l_141823312,,,3.9 ac Lot Size,,Lots and Land,"70,000 ",Puerto Rico,point2homes
l_160941479,,,0.113 ac Lot Size,"('12,535 Sqft', ' sqft')",Residential,"7,000,000 ",Puerto Rico,point2homes
l_149608174,4 Beds,5 Baths,,"('7,187 Sqft', ' sqft')",Condominium,"7,500,000  1.4",Puerto Rico,point2homes
l_142382205,3 Beds,3 Baths,,,MultiFamily,"695,000 ",Puerto Rico,point2homes
l_153133972,5 Beds,4 Baths,0.034 ac Lot Size,"('3,200 Sqft', ' sqft')",Residential,"1,495,000 ",Puerto Rico,point2homes
l_154971064,3 Beds,2 Baths,0.707 ac Lot Size,"('1,000 Sqft', ' sqft')",Residential,"1,499,999 ",Puerto Rico,point2homes
l_149375932,3 Beds,3 Baths,,"('2,000 Sqft', ' sqft')",Condominium,"875,000 ",Puerto Rico,point2homes
l_150083554,3 Beds,2 Baths,,,Residential,"1,450,000 ",Puerto Rico,point2homes
l_121750941,,,,"('24,455.6 Sqft', ' sqft')",Lots And Land,"240,000 ",Puerto Rico,point2homes
l_146994272,28 Beds,14 Baths,,,Condominium,"1,600,000  250",Puerto Rico,point2homes
l_159963604,,,0.023 ac Lot Size,,Lots And Land,"110,000 ",Puerto Rico,point2homes
l_145098166,3 Beds,4 Baths,,,Residential,"325,000 ",Puerto Rico,point2homes
l_150637971,3 Beds,2 Baths,,"('1,326 Sqft', ' sqft')",Condominium,"449,900 ",Puerto Rico,point2homes
l_160865211,,,7.252 ac Lot Size,,Lots and Land,"3,900,000 ",Puerto Rico,point2homes
l_160096034,,,0.097 ac Lot Size,,Lots And Land,"799,000 ",Puerto Rico,point2homes
l_149641674,,,5.245 ac Lot Size,,Lots and Land,"2,250,000  350",Puerto Rico,point2homes
l_157549385,3 Beds,1 Bath,0.026 ac Lot Size,"('647 Sqft', ' sqft')",Residential,"65,000 ",Puerto Rico,point2homes
l_120673153,,,0.38 ac Lot Size,,Lots and Land,"76,500 ",Puerto Rico,point2homes
l_145631154,13 Beds,9 Baths,,"('53,808.79 Sqft', ' sqft')",Residential,"425,000 ",Puerto Rico,point2homes
l_153289435,3 Beds,2 Baths,,"('1,886 Sqft', ' sqft')",Condominium,"1,200,000 ",Puerto Rico,point2homes
l_141154635,,,0.686 ac Lot Size,,Lots And Land,35 ,Puerto Rico,point2homes
l_157578071,4 Beds,1 Bath,0.054 ac Lot Size,,Residential,"48,000 ",Puerto Rico,point2homes
l_158466122,5 Beds,5 Baths,0.108 ac Lot Size,"('2,644 Sqft', ' sqft')",Residential,"1,250,000 ",Puerto Rico,point2homes
l_153676392,4 Beds,3 Baths,,"('2,169 Sqft', ' sqft')",Residential,"1,695,000 ",Puerto Rico,point2homes
l_143056118,2 Beds,2 Baths,,"('1,365 Sqft', ' sqft')",Condominium,"950,000 ",Puerto Rico,point2homes
l_137500757,16 Beds,14 Baths,,"('6,500 Sqft', ' sqft')",Residential,"2,000,000 ",Puerto Rico,point2homes
l_134042240,4 Beds,5 Baths,0.031 ac Lot Size,"('4,249 Sqft', ' sqft')",Residential,"895,000 ",Puerto Rico,point2homes
l_157669773,,,0.683 ac Lot Size,,Lots And Land,"765,000 ",Puerto Rico,point2homes
l_155695519,3 Beds,2 Baths,,"('1,020 Sqft', ' sqft')",Residential,"135,000 ",Puerto Rico,point2homes
l_147752112,,,0.068 ac Lot Size,,Lots And Land,"40,000  5",Puerto Rico,point2homes
l_120901913,,,,"('1,263 Sqft', ' sqft')",Residential,"355,000 ",Puerto Rico,point2homes
l_90212746,,,30.21 ac Lot Size,,Lots And Land,"299,000 ",Puerto Rico,point2homes
l_148764437,,,,"('2,789,566,961.81 Sqft', ' sqft')",Lots and Land,"14,500,000 ",Puerto Rico,point2homes
l_150024405,4 Beds,4 Baths,,"('2,400 Sqft', ' sqft')",Residential,"895,000 ",Puerto Rico,point2homes
l_142313800,4 Beds,6 Baths,0.33 ac Lot Size,"('3,780 Sqft', ' sqft')",Residential,"3,800,000 ",Puerto Rico,point2homes
l_155604661,8 Beds,12 Baths,0.67 ac Lot Size,"('8,984 Sqft', ' sqft')",Residential,"6,795,000 ",Puerto Rico,point2homes
l_158466272,2 Beds,2 Baths,0.198 ac Lot Size,"('1,800 Sqft', ' sqft')",Residential,"275,000 ",Puerto Rico,point2homes
l_156267183,2 Beds,2 Baths,,"('1,500 Sqft', ' sqft')",Residential,"325,000 ",Puerto Rico,point2homes
l_158027873,4 Beds,3 Baths,,"('2,613 Sqft', ' sqft')",Residential,"585,000 ",Puerto Rico,point2homes
l_146090510,4 Beds,2 Baths,,,Residential,"425,000 ",Puerto Rico,point2homes
l_147796508,,,6.05 ac Lot Size,"('255,879 Sqft', ' sqft')",Lots And Land,"1,475,000 ",Puerto Rico,point2homes
l_102171943,,,"10,167 ac Lot Size",,Lots and Land,"350,000 ",Puerto Rico,point2homes
l_158873751,,,0.072 ac Lot Size,,Lots And Land,"340,000 ",Puerto Rico,point2homes
l_138730277,,,,,Lots and Land,"420,000 ",Puerto Rico,point2homes
l_155789912,,,0.356 ac Lot Size,,Residential,"2,875,000 ",Puerto Rico,point2homes
l_154913828,,,,,Residential,"330,000 ",Puerto Rico,point2homes
l_151121981,4 Beds,3 Baths,0.109 ac Lot Size,,Residential,"585,000 ",Puerto Rico,point2homes
l_155083117,2 Beds,3 Baths,,"('1,795 Sqft', ' sqft')",Residential,"895,000 ",Puerto Rico,point2homes
l_145130921,,,,"('380,757.81 Sqft', ' sqft')",Residential,"179,900 ",Puerto Rico,point2homes
l_115372415,7 Beds,6 Baths,0.169 ac Lot Size,,Multifamily,"199,000  21",Puerto Rico,point2homes
l_158519162,,,,,Residential,"119,900 ",Puerto Rico,point2homes
l_148764439,8 Beds,2 Baths,0.065 ac Lot Size,"('2,427 Sqft', ' sqft')",MultiFamily,"159,900 ",Puerto Rico,point2homes
l_155790721,,,0.914 ac Lot Size,,Lots and Land,"59,000 ",Puerto Rico,point2homes
l_158092541,5 Beds,4 Baths,1.2 ac Lot Size,"('4,736 Sqft', ' sqft')",Residential,"1,750,000 ",Puerto Rico,point2homes
l_156848125,4 Beds,3 Baths,,"('3,111 Sqft', ' sqft')",Residential,"710,000 ",Puerto Rico,point2homes
l_156277516,,,1.299 ac Lot Size,,Lots And Land,"355,000 ",Puerto Rico,point2homes
l_157549337,1 Bed,2 Baths,0.073 ac Lot Size,"('600 Sqft', ' sqft')",Residential,"550,000 ",Puerto Rico,point2homes
l_157578047,,,,,Lots and Land,"45,000 ",Puerto Rico,point2homes
l_149971731,3 Beds,2 Baths,,"('1,400 Sqft', ' sqft')",Residential,"825,000 ",Puerto Rico,point2homes
l_158519107,,,0.247 ac Lot Size,,Lots and Land,"55,000 ",Puerto Rico,point2homes
l_150466169,2 Beds,2 Baths,3.344 ac Lot Size,"('1,811 Sqft', ' sqft')",Residential,"849,000 ",Puerto Rico,point2homes
l_156176397,,,,"('26,145.54 Sqft', ' sqft')",Lots and Land,"425,000 ",Puerto Rico,point2homes
l_136427003,,,,"('1,363 Sqft', ' sqft')",Other,"260,000 ",Puerto Rico,point2homes
