Listing ID,Bedrooms,Bathrooms,Lot Size,House Size,Property Type,Price,Country
l_160802496,1 Bed,1 Bath,,"('1,571.53 Sqft', ' sqft')",Residential,"290,000 ",Dominican Republic
l_132983271,10 Beds,10 Baths,,,Residential,"5,200,000 ",Dominican Republic
l_154973502,,,,,Residential,"2,900,000 ",Dominican Republic
l_146331052,5 Beds,5 Baths,0.706 ac Lot Size,"('9,684 Sqft', ' sqft')",Residential,"2,200,000 ",Dominican Republic
l_161122873,3 Beds,3 Baths,0.128 ac Lot Size,"('1,388.54 Sqft', ' sqft')",Residential,"340,000 ",Dominican Republic
l_156319540,2 Beds,2 Baths,,"('1,657 Sqft', ' sqft')",Residential,"186,481 ",Dominican Republic
l_140220013,1 Bed,1 Bath,,"('819.89 Sqft', ' sqft')",Residential,"249,375 ",Dominican Republic
l_126196488,3 Beds,2 Baths,,,Residential,"118,500 ",Dominican Republic
l_160865285,3 Beds,3 Baths,,"('3,701 Sqft', ' sqft')",Residential,"325,500 ",Dominican Republic
l_126487203,3 Beds,3 Baths,,,Residential,"248,000 ",Dominican Republic
l_142105152,2 Beds,2 Baths,,"('860.8 Sqft', ' sqft')",Residential,"195,000 ",Dominican Republic
l_152774273,2 Beds,2 Baths,,"('1,302 Sqft', ' sqft')",Condominium,"367,000 ",Dominican Republic
l_143847955,2 Beds,2 Baths,,"('794 Sqft', ' sqft')",Residential,"159,900 ",Dominican Republic
l_144899682,1 Bed,1 Bath,,"('1,237.59 Sqft', ' sqft')",Condominium,"229,740 ",Dominican Republic
l_138777841,3 Beds,2 Baths,,,Residential,"236,600 ",Dominican Republic
l_158225882,5 Beds,5 Baths,0.298 ac Lot Size,"('7,211 Sqft', ' sqft')",Residential,"1,490,000 ",Dominican Republic
l_146000758,3 Beds,2 Baths,,"('1,269 Sqft', ' sqft')",Residential,"198,000 ",Dominican Republic
l_157717841,4 Beds,4 Baths,0.149 ac Lot Size,"('4,736.12 Sqft', ' sqft')",Residential,"680,000 ",Dominican Republic
l_126840931,2 Beds,2 Baths,,,Residential,"152,500 ",Dominican Republic
l_149474442,2 Beds,2 Baths,,"('1,580 Sqft', ' sqft')",Condominium,"379,000 ",Dominican Republic
l_160078096,1 Bed,1 Bath,,"('441 Sqft', ' sqft')",Residential,"112,000 ",Dominican Republic
l_148650954,4 Beds,3 Baths,,"('3,497 Sqft', ' sqft')",Residential,"510,000 ",Dominican Republic
l_138464934,1 Bed,1 Bath,,,Residential,"150,000 ",Dominican Republic
l_155735942,2 Beds,,,"('936.12 Sqft', ' sqft')",Residential,"125,339 ",Dominican Republic
l_159590700,2 Beds,2 Baths,,"('1,528.47 Sqft', ' sqft')",Condominium,"365,000 ",Dominican Republic
l_160013360,,,,"('600 Sqft', ' sqft')",Residential,"55,999 ",Dominican Republic
l_144979314,2 Beds,2 Baths,,"('1,878 Sqft', ' sqft')",Condominium,"465,000 ",Dominican Republic
l_157293443,1 Bed,1 Bath,0.014 ac Lot Size,"('602.77 Sqft', ' sqft')",Condominium,"104,990 ",Dominican Republic
l_155790745,,,,,Residential,"58,795 ",Dominican Republic
l_144899310,7 Beds,7 Baths,0.703 ac Lot Size,"('12,647 Sqft', ' sqft')",Residential,"3,700,000 ",Dominican Republic
l_157658017,2 Beds,2 Baths,0.034 ac Lot Size,"('1,463.89 Sqft', ' sqft')",Condominium,"299,000 ",Dominican Republic
l_146704714,3 Beds,3 Baths,,"('7,534.74 Sqft', ' sqft')",Residential,"880,000 ",Dominican Republic
l_144308276,2 Beds,2 Baths,,"('1,054.86 Sqft', ' sqft')",Residential,"199,860 ",Dominican Republic
l_140438676,1 Bed,1 Bath,0.022 ac Lot Size,"('949.37 Sqft', ' sqft')",Condominium,"233,000 ",Dominican Republic
l_155852639,2 Beds,2 Baths,,"('2,486.9 Sqft', ' sqft')",Residential,"540,000 ",Dominican Republic
l_146001036,4 Beds,3 Baths,,"('1,657 Sqft', ' sqft')",Residential,"263,250 ",Dominican Republic
l_126487426,2 Beds,2 Baths,,,Residential,"177,000 ",Dominican Republic
l_138777835,2 Beds,2 Baths,,,Residential,"196,910 ",Dominican Republic
l_155689883,,,,,Residential,"229,000 ",Dominican Republic
l_158300085,,,1.286 ac Lot Size,,Residential,"1,171,125 ",Dominican Republic
l_144898465,3 Beds,3 Baths,0.086 ac Lot Size,"('2,548 Sqft', ' sqft')",Residential,"399,000 ",Dominican Republic
l_157287709,2 Beds,2 Baths,,"('742 Sqft', ' sqft')",Residential,"106,500 ",Dominican Republic
l_159016287,3 Beds,3 Baths,,"('1,772.71 Sqft', ' sqft')",Condominium,"390,000 ",Dominican Republic
l_157281639,2 Beds,2 Baths,,"('1,379 Sqft', ' sqft')",Residential,"262,000 ",Dominican Republic
l_141288121,2 Beds,2 Baths,,"('823 Sqft', ' sqft')",Residential,"91,876 ",Dominican Republic
l_141677127,2 Beds,2 Baths,,"('1,082 Sqft', ' sqft')",Residential,"191,530 ",Dominican Republic
l_154209696,2 Beds,2 Baths,,"('1,351.26 Sqft', ' sqft')",Residential,"386,880 ",Dominican Republic
l_155259562,3 Beds,2 Baths,,"('2,852.46 Sqft', ' sqft')",Residential,"354,000 ",Dominican Republic
l_160371302,,,91.429 ac Lot Size,,Lots and Land,"16,669,620 ",Dominican Republic
l_132543686,1 Bed,1 Bath,,,Residential,"190,000 ",Dominican Republic
l_134565552,1 Bed,1 Bath,,,Residential,"222,180 ",Dominican Republic
l_126196999,1 Bed,1 Bath,,,Residential,"89,900 ",Dominican Republic
l_124693738,4 Beds,3 Baths,,,Residential,"274,750 ",Dominican Republic
l_154299688,2 Beds,2 Baths,,"('1,119 Sqft', ' sqft')",Residential,"161,200 ",Dominican Republic
l_144899361,2 Beds,2 Baths,,"('1,733 Sqft', ' sqft')",Condominium,"214,000 ",Dominican Republic
l_161077877,3 Beds,2 Baths,,"('1,937.5 Sqft', ' sqft')",Residential,"259,000 ",Dominican Republic
l_152765214,2 Beds,2 Baths,0.093 ac Lot Size,"('1,044.1 Sqft', ' sqft')",Residential,"226,000 ",Dominican Republic
l_144286133,1 Bed,1 Bath,,,Residential,"189,000 ",Dominican Republic
l_154209634,2 Beds,2 Baths,,"('1,915 Sqft', ' sqft')",Condominium,"295,750 ",Dominican Republic
l_160034122,1 Bed,2 Baths,,"('982.74 Sqft', ' sqft')",Condominium,"380,000 ",Dominican Republic
l_158293599,1 Bed,1 Bath,,"('933.6 Sqft', ' sqft')",Residential,"182,217 ",Dominican Republic
l_148651021,1 Bed,1 Bath,,"('602.56 Sqft', ' sqft')",Residential,"104,990 ",Dominican Republic
l_137925268,1 Bed,1 Bath,,,Residential,"99,990 ",Dominican Republic
l_145606225,3 Beds,3 Baths,,"('1,604.04 Sqft', ' sqft')",Condominium,"495,000 ",Dominican Republic
l_144899628,4 Beds,4 Baths,,"('5,843 Sqft', ' sqft')",Residential,"3,300,000  450",Dominican Republic
l_152709569,2 Beds,2 Baths,,"('1,345 Sqft', ' sqft')",Condominium,"331,000 ",Dominican Republic
l_141940472,1 Bed,1 Bath,,"('673.82 Sqft', ' sqft')",Condominium,"271,300 ",Dominican Republic
l_139592870,1 Bed,1 Bath,,"('925 Sqft', ' sqft')",Residential,"153,700 ",Dominican Republic
l_127990782,1 Bed,1 Bath,,,Residential,"341,000 ",Dominican Republic
l_155852631,3 Beds,2 Baths,,"('2,495 Sqft', ' sqft')",Residential,"485,000 ",Dominican Republic
l_157329317,1 Bed,2 Baths,,"('1,312 Sqft', ' sqft')",Residential,"231,322 ",Dominican Republic
l_142685012,1 Bed,2 Baths,,"('807.29 Sqft', ' sqft')",Condominium,"130,000 ",Dominican Republic
l_157721412,1 Bed,1 Bath,,"('568 Sqft', ' sqft')",Residential,"129,899 ",Dominican Republic
l_158295551,3 Beds,3 Baths,,"('3,291 Sqft', ' sqft')",Residential,"520,000 ",Dominican Republic
l_138035261,2 Beds,2 Baths,,,Residential,"163,500 ",Dominican Republic
l_144899258,2 Beds,2 Baths,,"('1,453 Sqft', ' sqft')",Condominium,"331,000 ",Dominican Republic
l_157300944,2 Beds,2 Baths,0.029 ac Lot Size,"('1,253.45 Sqft', ' sqft')",Condominium,"339,000 ",Dominican Republic
l_154255555,3 Beds,3 Baths,0.147 ac Lot Size,"('2,066 Sqft', ' sqft')",Residential,"375,000 ",Dominican Republic
l_148650812,1 Bed,1 Bath,,"('367.7 Sqft', ' sqft')",Residential,"113,000 ",Dominican Republic
l_160078216,2 Beds,2 Baths,,,Residential,"210,000 ",Dominican Republic
l_125984653,1 Bed,1 Bath,,,Residential,"71,900 ",Dominican Republic
l_152773196,1 Bed,1 Bath,,"('688.64 Sqft', ' sqft')",Residential,"130,795 ",Dominican Republic
l_158294274,3 Beds,3 Baths,,"('1,764 Sqft', ' sqft')",Residential,"325,500 ",Dominican Republic
l_153507524,2 Beds,2 Baths,,"('925 Sqft', ' sqft')",Residential,"118,900 ",Dominican Republic
l_146418131,2 Beds,2 Baths,,"('2,109.72 Sqft', ' sqft')",Condominium,"590,000 ",Dominican Republic
l_140098928,3 Beds,3 Baths,0.046 ac Lot Size,"('2,024.58 Sqft', ' sqft')",Residential,"312,920 ",Dominican Republic
l_154405062,3 Beds,2 Baths,0.042 ac Lot Size,"('1,377.78 Sqft', ' sqft')",Condominium,"410,000 ",Dominican Republic
l_146345501,6 Beds,6 Baths,0.701 ac Lot Size,"('11,156 Sqft', ' sqft')",Residential,"3,700,000 ",Dominican Republic
l_154209613,2 Beds,2 Baths,,"('1,722 Sqft', ' sqft')",Residential,"334,500 ",Dominican Republic
l_139260166,1 Bed,1 Bath,,"('1,312.7 Sqft', ' sqft')",Residential,"290,000 ",Dominican Republic
l_144899136,1 Bed,1 Bath,,"('819.89 Sqft', ' sqft')",Condominium,"255,875 ",Dominican Republic
l_148260337,1 Bed,1 Bath,,"('861 Sqft', ' sqft')",Condominium,"230,000  50",Dominican Republic
l_154301114,2 Beds,2 Baths,,,Residential,"292,000 ",Dominican Republic
l_146334312,1 Bed,1 Bath,,"('473.44 Sqft', ' sqft')",Condominium,"126,350 ",Dominican Republic
l_154177154,5 Beds,5 Baths,,"('3,681.26 Sqft', ' sqft')",Residential,"750,000  100",Dominican Republic
l_148651057,1 Bed,1 Bath,,"('753.2 Sqft', ' sqft')",Residential,"141,650 ",Dominican Republic
l_160371470,2 Beds,2 Baths,,"('1,797.57 Sqft', ' sqft')",Residential,"170,000 ",Dominican Republic
l_156122724,4 Beds,6 Baths,,"('7,215.48 Sqft', ' sqft')",Residential,"1,663,000 ",Dominican Republic
l_157294666,2 Beds,2 Baths,,"('1,092 Sqft', ' sqft')",Residential,"128,000 ",Dominican Republic
l_158286609,2 Beds,2 Baths,,"('2,432 Sqft', ' sqft')",Condominium,"1,000,000 ",Dominican Republic
l_144305630,2 Beds,2 Baths,,"('1,453.14 Sqft', ' sqft')",Residential,"329,000 ",Dominican Republic
l_155874303,1 Bed,1 Bath,,"('681 Sqft', ' sqft')",Residential,"239,000  136",Dominican Republic
l_125447236,2 Beds,2 Baths,,,Residential,"214,900 ",Dominican Republic
l_146763981,1 Bed,2 Baths,,"('591 Sqft', ' sqft')",Residential,"90,900 ",Dominican Republic
l_158082410,2 Beds,2 Baths,,"('1,011 Sqft', ' sqft')",Condominium,"190,000 ",Dominican Republic
l_154028512,4 Beds,5 Baths,,"('6,477 Sqft', ' sqft')",Residential,"1,549,000 ",Dominican Republic
l_144898447,2 Beds,2 Baths,,"('1,092 Sqft', ' sqft')",Condominium,"234,972 ",Dominican Republic
l_142109577,3 Beds,3 Baths,,"('3,012.8 Sqft', ' sqft')",Residential,"376,674 ",Dominican Republic
l_158296161,2 Beds,2 Baths,,"('2,056 Sqft', ' sqft')",Condominium,"780,000 ",Dominican Republic
l_152705833,1 Bed,1 Bath,,"('733 Sqft', ' sqft')",Residential,"95,000 ",Dominican Republic
l_160012035,3 Beds,2 Baths,,"('1,915 Sqft', ' sqft')",Residential,"229,750 ",Dominican Republic
l_143940046,2 Beds,2 Baths,,"('1,871 Sqft', ' sqft')",Condominium,"485,500 ",Dominican Republic
l_158293388,2 Beds,2 Baths,,"('2,146 Sqft', ' sqft')",Residential,"429,000 ",Dominican Republic
l_137591760,,,0.198 ac Lot Size,,Lots and Land,"52,000 ",Dominican Republic
l_128101714,2 Beds,2 Baths,,,Residential,"93,000 ",Dominican Republic
l_160741755,2 Beds,2 Baths,,"('1,446 Sqft', ' sqft')",Residential,"272,729 ",Dominican Republic
l_158647177,4 Beds,,,"('2,600 Sqft', ' sqft')",Residential,"699,000 ",Dominican Republic
l_132825528,2 Beds,2 Baths,,,Residential,"185,250 ",Dominican Republic
l_125411591,3 Beds,2 Baths,,,Residential,"425,000 ",Dominican Republic
l_126840771,2 Beds,2 Baths,,,Residential,"171,500 ",Dominican Republic
l_160433285,6 Beds,3 Baths,0.252 ac Lot Size,,Residential,"275,900 ",Dominican Republic
l_157942299,,,,"('2,496 Sqft', ' sqft')",Residential,"485,000 ",Dominican Republic
l_143887666,2 Beds,2 Baths,,"('936.46 Sqft', ' sqft')",Residential,"171,000 ",Dominican Republic
l_158289186,1 Bed,1 Bath,,"('699.3 Sqft', ' sqft')",Residential,"146,900 ",Dominican Republic
l_140389846,2 Beds,2 Baths,,"('893.33 Sqft', ' sqft')",Residential,"192,500 ",Dominican Republic
l_128365765,3 Beds,2 Baths,,,Residential,"185,000 ",Dominican Republic
l_154405183,1 Bed,1 Bath,,"('645 Sqft', ' sqft')",Residential,"106,811 ",Dominican Republic
l_160805091,1 Bed,1 Bath,,"('543.36 Sqft', ' sqft')",Residential,"68,200 ",Dominican Republic
l_132975630,6 Beds,6 Baths,,,Residential,"3,100,000 ",Dominican Republic
l_140220351,1 Bed,1 Bath,0.015 ac Lot Size,"('645.8 Sqft', ' sqft')",Residential,"137,000 ",Dominican Republic
l_144899424,,,0.276 ac Lot Size,,Lots and Land,"278,000 ",Dominican Republic
l_158292259,1 Bed,1 Bath,,"('873.1 Sqft', ' sqft')",Residential,"259,000 ",Dominican Republic
l_144899163,3 Beds,3 Baths,,"('1,550.22 Sqft', ' sqft')",Condominium,"245,000 ",Dominican Republic
l_128807007,1 Bed,1 Bath,,,Residential,"137,000 ",Dominican Republic
l_157904822,1 Bed,1 Bath,,"('872.53 Sqft', ' sqft')",Condominium,"200,000 ",Dominican Republic
l_142872698,3 Beds,3 Baths,,"('2,063.12 Sqft', ' sqft')",Condominium,"450,000 ",Dominican Republic
l_140098871,1 Bed,1 Bath,0.015 ac Lot Size,"('638.4 Sqft', ' sqft')",Condominium,"118,000 ",Dominican Republic
l_158295175,2 Beds,2 Baths,,"('1,614 Sqft', ' sqft')",Condominium,"280,000 ",Dominican Republic
l_154655440,,,0.66 ac Lot Size,,Lots and Land,"267,000 ",Dominican Republic
l_158295500,28 Beds,28 Baths,,"('19,375.04 Sqft', ' sqft')",Residential,"1,650,000 ",Dominican Republic
l_158291176,5 Beds,5 Baths,1.034 ac Lot Size,"('12,916.69 Sqft', ' sqft')",Residential,"9,875,000 ",Dominican Republic
l_154299666,3 Beds,2 Baths,0.05 ac Lot Size,"('1,270.14 Sqft', ' sqft')",Residential,"207,250 ",Dominican Republic
l_145479884,1 Bed,1 Bath,,"('1,076 Sqft', ' sqft')",Condominium,"304,020 ",Dominican Republic
l_125984468,3 Beds,2 Baths,,,Residential,"177,700 ",Dominican Republic
l_158289409,1 Bed,1 Bath,,"('595.45 Sqft', ' sqft')",Residential,"155,000 ",Dominican Republic
l_130670321,6 Beds,6 Baths,,,Residential,"2,600,000 ",Dominican Republic
l_150253473,3 Beds,3 Baths,,"('2,152 Sqft', ' sqft')",Residential,"263,485 ",Dominican Republic
l_153127456,1 Bed,1 Bath,,"('367.7 Sqft', ' sqft')",Residential,"152,000 ",Dominican Republic
l_144899102,2 Beds,2 Baths,,"('930 Sqft', ' sqft')",Condominium,"304,000 ",Dominican Republic
l_160938816,,,,"('504 Sqft', ' sqft')",Condominium,"167,894 ",Dominican Republic
l_139998716,3 Beds,2 Baths,,"('1,721.15 Sqft', ' sqft')",Condominium,"494,999 ",Dominican Republic
l_126840796,3 Beds,2 Baths,,,Residential,"251,500 ",Dominican Republic
l_158292245,2 Beds,2 Baths,,"('893.08 Sqft', ' sqft')",Residential,"207,500 ",Dominican Republic
l_145464650,3 Beds,2 Baths,,"('1,637 Sqft', ' sqft')",Residential,"165,000 ",Dominican Republic
l_153926834,1 Bed,2 Baths,,"('760 Sqft', ' sqft')",Residential,"176,159 ",Dominican Republic
l_144899685,3 Beds,3 Baths,12.355 ac Lot Size,"('1,762 Sqft', ' sqft')",Condominium,"310,000 ",Dominican Republic
l_146763970,2 Beds,2 Baths,,"('807 Sqft', ' sqft')",Residential,"122,700 ",Dominican Republic
l_158291896,1 Bed,1 Bath,,"('667.12 Sqft', ' sqft')",Residential,"175,000 ",Dominican Republic
l_142874755,2 Beds,2 Baths,,"('1,280.91 Sqft', ' sqft')",Condominium,"215,000 ",Dominican Republic
l_146819153,1 Bed,1 Bath,,"('807.29 Sqft', ' sqft')",Condominium,"195,000 ",Dominican Republic
l_145099497,3 Beds,2 Baths,,"('1,345 Sqft', ' sqft')",Residential,"149,900 ",Dominican Republic
l_149247940,2 Beds,2 Baths,,"('1,630 Sqft', ' sqft')",Condominium,"449,000 ",Dominican Republic
l_148651004,3 Beds,2 Baths,,"('1,637.6 Sqft', ' sqft')",Residential,"159,727 ",Dominican Republic
l_148650792,2 Beds,2 Baths,,"('1,076 Sqft', ' sqft')",Residential,"171,000 ",Dominican Republic
l_156723165,1 Bed,1 Bath,,"('473.61 Sqft', ' sqft')",Residential,"109,900 ",Dominican Republic
l_153190510,3 Beds,3 Baths,,"('2,533.28 Sqft', ' sqft')",Condominium,"485,000 ",Dominican Republic
l_144899623,1 Bed,1 Bath,,"('765.31 Sqft', ' sqft')",Condominium,"190,000 ",Dominican Republic
l_158293448,2 Beds,2 Baths,,"('1,455.7 Sqft', ' sqft')",Residential,"340,000 ",Dominican Republic
l_148650875,1 Bed,1 Bath,,"('678.42 Sqft', ' sqft')",Residential,"138,700 ",Dominican Republic
l_141395636,3 Beds,2 Baths,,"('1,861 Sqft', ' sqft')",Residential,"247,000 ",Dominican Republic
l_144898477,2 Beds,2 Baths,,"('1,831.59 Sqft', ' sqft')",Condominium,"260,000 ",Dominican Republic
l_152773246,2 Beds,2 Baths,,"('4,445 Sqft', ' sqft')",Condominium,"498,000 ",Dominican Republic
l_157163778,,,,,Residential,"74,000 ",Dominican Republic
l_142671101,2 Beds,2 Baths,,"('2,146.32 Sqft', ' sqft')",Condominium,"399,000 ",Dominican Republic
l_158161546,2 Beds,2 Baths,0.029 ac Lot Size,"('1,242.16 Sqft', ' sqft')",Condominium,"209,950 ",Dominican Republic
l_142873571,3 Beds,2 Baths,,"('947.22 Sqft', ' sqft')",Condominium,"170,000 ",Dominican Republic
l_159966173,2 Beds,2 Baths,"1,872.92 ac Lot Size","('1,872.92 Sqft', ' sqft')",Condominium,"399,000 ",Dominican Republic
l_158293812,3 Beds,2 Baths,,"('1,987 Sqft', ' sqft')",Condominium,"749,000 ",Dominican Republic
l_155015070,,,0.572 ac Lot Size,,Lots and Land,"650,000 ",Dominican Republic
l_160617570,1 Bed,1 Bath,,"('484.2 Sqft', ' sqft')",Residential,"179,900 ",Dominican Republic
l_160372531,2 Beds,2 Baths,,"('1,797.57 Sqft', ' sqft')",Residential,"160,000 ",Dominican Republic
l_158294392,1 Bed,2 Baths,,"('893.08 Sqft', ' sqft')",Residential,"260,000 ",Dominican Republic
l_155854344,1 Bed,1 Bath,,"('2,238.27 Sqft', ' sqft')",Residential,"355,950 ",Dominican Republic
l_152773863,5 Beds,5 Baths,0.207 ac Lot Size,"('9,332.31 Sqft', ' sqft')",Residential,"1,000,000  200",Dominican Republic
l_161175544,,,,,Residential,"1,800,000 ",Dominican Republic
l_159634338,3 Beds,3 Baths,,"('2,033 Sqft', ' sqft')",Residential,"327,500 ",Dominican Republic
l_67660325,6 Beds,6 Baths,,,Residential,"850,000 ",Dominican Republic
l_153190497,4 Beds,4 Baths,,"('2,480.22 Sqft', ' sqft')",Condominium,"580,000 ",Dominican Republic
l_145479920,1 Bed,1 Bath,,"('1,083 Sqft', ' sqft')",Condominium,"244,221 ",Dominican Republic
l_159016333,2 Beds,2 Baths,,"('1,273.45 Sqft', ' sqft')",Condominium,"305,000 ",Dominican Republic
l_158286372,6 Beds,6 Baths,,"('11,764.95 Sqft', ' sqft')",Residential,"2,900,000 ",Dominican Republic
l_153127454,1 Bed,1 Bath,,"('667.31 Sqft', ' sqft')",Residential,"173,500 ",Dominican Republic
l_128190459,2 Beds,2 Baths,,,Residential,"100,900 ",Dominican Republic
l_146333505,4 Beds,4 Baths,,"('6,069 Sqft', ' sqft')",Condominium,"1,350,000 ",Dominican Republic
l_158300073,4 Beds,5 Baths,,"('2,175 Sqft', ' sqft')",Residential,"625,000 ",Dominican Republic
l_144899739,1 Bed,1 Bath,,"('763 Sqft', ' sqft')",Condominium,"199,710 ",Dominican Republic
l_149857182,2 Beds,2 Baths,,"('1,631 Sqft', ' sqft')",Residential,"309,000 ",Dominican Republic
l_138536642,2 Beds,2 Baths,,,Residential,"225,000 ",Dominican Republic
l_159633284,3 Beds,3 Baths,,"('2,098 Sqft', ' sqft')",Residential,"289,000 ",Dominican Republic
l_157900795,5 Beds,5 Baths,0.65 ac Lot Size,"('5,300 Sqft', ' sqft')",Residential,"1,995,000 ",Dominican Republic
l_159222488,3 Beds,3 Baths,,"('1,269 Sqft', ' sqft')",Residential,"276,849 ",Dominican Republic
l_159221019,2 Beds,2 Baths,,"('1,076 Sqft', ' sqft')",Residential,"213,200 ",Dominican Republic
l_146330297,6 Beds,7 Baths,0.248 ac Lot Size,"('8,675 Sqft', ' sqft')",Residential,"2,600,000 ",Dominican Republic
l_158288239,1 Bed,1 Bath,,"('853.6 Sqft', ' sqft')",Residential,"150,900 ",Dominican Republic
l_144899615,1 Bed,1 Bath,,"('1,083 Sqft', ' sqft')",Condominium,"244,221 ",Dominican Republic
l_157657889,3 Beds,3 Baths,,"('2,041 Sqft', ' sqft')",Residential,"320,000 ",Dominican Republic
l_133049720,4 Beds,4 Baths,,,Residential,"380,000 ",Dominican Republic
l_155298314,,,,,Lots and Land,"188,500 ",Dominican Republic
l_134241949,3 Beds,3 Baths,,,Residential,"240,900 ",Dominican Republic
l_137591849,3 Beds,2 Baths,,,Residential,"285,500 ",Dominican Republic
l_148260195,2 Beds,2 Baths,,"('2,701 Sqft', ' sqft')",Condominium,"560,000 ",Dominican Republic
l_153134374,2 Beds,2 Baths,,"('1,321.91 Sqft', ' sqft')",Condominium,"305,000 ",Dominican Republic
l_158287129,2 Beds,2 Baths,,"('1,312.72 Sqft', ' sqft')",Residential,"330,720 ",Dominican Republic
l_148650873,1 Bed,1 Bath,,"('595.5 Sqft', ' sqft')",Residential,"145,900 ",Dominican Republic
l_140152366,1 Bed,1 Bath,,"('1,029.14 Sqft', ' sqft')",Condominium,"120,000 ",Dominican Republic
l_155410328,1 Bed,1 Bath,,"('1,205.56 Sqft', ' sqft')",Condominium,"221,000 ",Dominican Republic
l_159847275,,,,"('1,076.39 Sqft', ' sqft')",Residential,"162,500 ",Dominican Republic
l_146271912,2 Beds,3 Baths,,"('1,959 Sqft', ' sqft')",Condominium,"582,400 ",Dominican Republic
l_146765158,,,53 ac Lot Size,"('2,349,645 Sqft', ' sqft')",Lots And Land,"9,823,012 ",Dominican Republic
l_159219446,1 Bed,1 Bath,,"('538 Sqft', ' sqft')",Residential,"106,150 ",Dominican Republic
l_155346910,2 Beds,2 Baths,,"('764.24 Sqft', ' sqft')",Condominium,"131,000 ",Dominican Republic
l_142872825,2 Beds,2 Baths,,"('968.75 Sqft', ' sqft')",Condominium,"210,000 ",Dominican Republic
l_138965828,4 Beds,4 Baths,,"('11,857 Sqft', ' sqft')",Residential,"2,900,000 ",Dominican Republic
l_152709813,3 Beds,3 Baths,,"('1,604.04 Sqft', ' sqft')",Condominium,"495,000 ",Dominican Republic
l_144999838,1 Bed,1 Bath,,,Residential,"415,000  60",Dominican Republic
l_154259029,3 Beds,3 Baths,,"('2,572.57 Sqft', ' sqft')",Condominium,"956,000 ",Dominican Republic
l_158290981,2 Beds,2 Baths,,"('1,549 Sqft', ' sqft')",Residential,"315,000 ",Dominican Republic
l_126128828,3 Beds,3 Baths,,,Residential,"359,926 ",Dominican Republic
l_158161471,4 Beds,4 Baths,,"('3,229.17 Sqft', ' sqft')",Residential,"390,000 ",Dominican Republic
l_145430447,1 Bed,1 Bath,,"('763 Sqft', ' sqft')",Condominium,"199,710 ",Dominican Republic
l_148650849,2 Beds,2 Baths,,"('1,871 Sqft', ' sqft')",Residential,"385,000 ",Dominican Republic
l_153609812,3 Beds,2 Baths,0.05 ac Lot Size,"('1,270.14 Sqft', ' sqft')",Residential,"207,250 ",Dominican Republic
l_125088767,3 Beds,2 Baths,,,Residential,"890,000 ",Dominican Republic
l_147128864,1 Bed,1 Bath,,"('1,786 Sqft', ' sqft')",Condominium,"350,000 ",Dominican Republic
l_142870946,1 Bed,1 Bath,,"('613 Sqft', ' sqft')",Residential,"117,000 ",Dominican Republic
l_140221693,2 Beds,2 Baths,,"('1,148.84 Sqft', ' sqft')",Residential,"375,000 ",Dominican Republic
l_158293290,1 Bed,1 Bath,,"('872.5 Sqft', ' sqft')",Residential,"257,975 ",Dominican Republic
l_134926876,3 Beds,2 Baths,,"('1,778.2 Sqft', ' sqft')",Condominium,"520,000 ",Dominican Republic
l_152774936,2 Beds,2 Baths,,"('2,701 Sqft', ' sqft')",Condominium,"540,000 ",Dominican Republic
l_159482954,3 Beds,3 Baths,,"('3,067 Sqft', ' sqft')",Condominium,"1,225,000 ",Dominican Republic
l_159016334,3 Beds,3 Baths,,"('1,772.71 Sqft', ' sqft')",Condominium,"390,000 ",Dominican Republic
l_144899319,2 Beds,2 Baths,,"('2,077 Sqft', ' sqft')",Condominium,"2,090,000 ",Dominican Republic
l_159081140,2 Beds,2 Baths,,,Residential,"750,000 ",Dominican Republic
l_147696536,2 Beds,2 Baths,,"('2,109.72 Sqft', ' sqft')",Condominium,"590,000 ",Dominican Republic
l_159369090,2 Beds,1 Bath,,"('645 Sqft', ' sqft')",Residential,"76,999 ",Dominican Republic
l_153127494,2 Beds,2 Baths,,"('1,936 Sqft', ' sqft')",Residential,"240,000  30",Dominican Republic
l_155131237,,,,"('37,673,686.03 Sqft', ' sqft')",Lots and Land,"16,464,980 ",Dominican Republic
l_125134556,1 Bed,1 Bath,,,Residential,"89,600 ",Dominican Republic
l_158297775,9 Beds,9 Baths,1.358 ac Lot Size,"('30,444 Sqft', ' sqft')",Residential,"13,000,000 ",Dominican Republic
l_156515447,3 Beds,3 Baths,,,Residential,"550,000 ",Dominican Republic
l_141293702,2 Beds,2 Baths,0.028 ac Lot Size,"('1,205.56 Sqft', ' sqft')",Condominium,"290,000 ",Dominican Republic
l_155798555,3 Beds,3 Baths,"5,425 ac Lot Size","('1,959 Sqft', ' sqft')",Residential,"350,000 ",Dominican Republic
l_158296657,5 Beds,5 Baths,0.706 ac Lot Size,"('9,684 Sqft', ' sqft')",Residential,"2,200,000 ",Dominican Republic
l_144898430,2 Beds,2 Baths,,"('1,408 Sqft', ' sqft')",Condominium,"312,834  36.2",Dominican Republic
l_142807133,2 Beds,2 Baths,,"('1,453.13 Sqft', ' sqft')",Condominium,"340,000 ",Dominican Republic
l_152911059,5 Beds,6 Baths,0.269 ac Lot Size,"('7,967.23 Sqft', ' sqft')",Residential,"1,800,000 ",Dominican Republic
l_160251878,1 Bed,1 Bath,,"('710 Sqft', ' sqft')",Residential,"108,900 ",Dominican Republic
